Word,PoS,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,AvrgOfYears,Level.Predicted.RF,Level.Predicted.NN,Level.Predicted.SVM
accident,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
accident,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accident,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accident,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accident,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accident,NOUN,2.47E-05,2.49E-05,2.38E-05,2.45E-05,2.50E-05,2.45E-05,2.42E-05,2.43E-05,2.59E-05,2.46E-05,A2,B1,A2
accident,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accident,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
accidental,ADJ,6.07E-06,6.16E-06,5.94E-06,5.94E-06,5.91E-06,5.83E-06,5.95E-06,6.08E-06,6.61E-06,6.05E-06,B1,B1,B2
accidental,ADP,9.83E-10,7.93E-10,1.36E-09,8.80E-10,2.72E-10,9.01E-10,1.11E-09,8.64E-10,1.08E-09,9.15E-10,A1,A1,Unknown
accidental,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accidental,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accidental,DET,3.57E-10,7.93E-10,6.39E-10,8.80E-10,2.04E-10,6.24E-10,4.57E-10,8.02E-10,1.08E-09,6.48E-10,A1,A2,A2
accidental,NOUN,1.12E-08,1.47E-08,1.34E-08,1.04E-08,1.62E-08,1.36E-08,1.25E-08,1.14E-08,1.47E-08,1.31E-08,A1,Unknown,Unknown
accidental,PRON,1.07E-09,9.69E-10,9.58E-10,9.54E-10,1.84E-09,2.15E-09,1.24E-09,9.26E-10,2.62E-09,1.41E-09,A1,A2,A2
accidental,VERB,2.34E-08,2.28E-08,1.80E-08,2.22E-08,2.11E-08,1.91E-08,1.74E-08,1.86E-08,1.76E-08,2.00E-08,A1,B2,B2
acclaimed,ADJ,9.48E-07,9.67E-07,9.39E-07,9.04E-07,9.20E-07,9.45E-07,8.91E-07,8.87E-07,6.54E-07,8.95E-07,A1,B2,B2
acclaimed,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
acclaimed,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
acclaimed,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acclaimed,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acclaimed,NOUN,9.83E-10,1.06E-09,5.59E-10,1.32E-09,6.12E-10,7.63E-10,1.11E-09,9.26E-10,1.23E-09,9.51E-10,A1,Unknown,Unknown
acclaimed,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acclaimed,VERB,1.16E-06,1.12E-06,1.10E-06,1.07E-06,1.04E-06,1.07E-06,1.00E-06,1.05E-06,7.97E-07,1.04E-06,B2,B2,B2
accommodation,ADJ,1.99E-08,1.48E-08,1.53E-08,1.04E-08,1.31E-08,1.71E-08,2.46E-08,1.35E-08,1.21E-08,1.56E-08,A1,B2,B2
accommodation,ADP,1.24E-08,1.44E-08,1.30E-08,1.31E-08,1.22E-08,1.11E-08,1.34E-08,1.28E-08,1.19E-08,1.27E-08,A1,A1,Unknown
accommodation,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accommodation,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accommodation,DET,3.93E-09,3.00E-09,2.32E-09,2.71E-09,3.06E-09,2.56E-09,2.68E-09,2.04E-09,2.16E-09,2.72E-09,A1,A2,A1
accommodation,NOUN,1.15E-05,1.08E-05,1.04E-05,1.00E-05,9.54E-06,1.00E-05,1.01E-05,9.26E-06,9.37E-06,1.01E-05,A2,B2,B1
accommodation,PRON,2.68E-10,1.76E-10,7.99E-11,7.34E-11,1.36E-10,4.85E-10,3.27E-10,3.70E-10,1.03E-10,2.24E-10,A1,A2,A2
accommodation,VERB,1.98E-08,2.18E-08,2.11E-08,1.89E-08,1.99E-08,1.97E-08,1.91E-08,1.79E-08,1.56E-08,1.93E-08,A1,B2,B2
accommodations,ADJ,2.41E-09,1.50E-09,2.40E-09,2.42E-09,2.52E-09,1.94E-09,1.37E-09,9.87E-10,6.67E-10,1.80E-09,A1,B2,B2
accommodations,ADP,1.25E-09,1.94E-09,1.52E-09,1.10E-09,1.16E-09,1.25E-09,1.18E-09,7.40E-10,9.75E-10,1.23E-09,A1,A1,Unknown
accommodations,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accommodations,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accommodations,DET,5.36E-10,2.64E-10,2.40E-10,8.80E-10,2.72E-10,4.16E-10,3.27E-10,2.47E-10,2.05E-10,3.76E-10,A1,A2,A2
accommodations,NOUN,4.24E-06,4.30E-06,3.95E-06,4.11E-06,3.57E-06,3.74E-06,3.74E-06,3.52E-06,3.10E-06,3.81E-06,B2,B2,B2
accommodations,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accommodations,VERB,1.07E-08,9.78E-09,9.03E-09,1.12E-08,1.05E-08,9.91E-09,7.45E-09,8.21E-09,7.34E-09,9.35E-09,A1,B2,B2
accompany,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
accompany,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accompany,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accompany,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accompany,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accompany,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
accompany,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accompany,VERB,9.12E-06,9.08E-06,8.86E-06,9.05E-06,9.64E-06,9.09E-06,9.31E-06,9.73E-06,1.14E-05,9.48E-06,B2,B1,B2
accomplish,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
accomplish,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accomplish,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accomplish,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accomplish,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accomplish,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
accomplish,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accomplish,VERB,1.45E-05,1.51E-05,1.54E-05,1.62E-05,1.54E-05,1.55E-05,1.55E-05,1.53E-05,1.64E-05,1.55E-05,B1,B1,A1
account,ADJ,3.57E-07,3.75E-07,3.73E-07,4.02E-07,3.40E-07,3.64E-07,4.08E-07,3.24E-07,3.02E-07,3.61E-07,A1,B2,B2
account,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
account,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
account,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
account,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
account,NOUN,0.000123212,0.000123595,0.000119098,0.000122375,0.000121295,0.000122051,0.000127466,0.000128278,0.000135088,0.000124718,A1,B1,A2
account,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
account,VERB,2.02E-05,2.03E-05,1.92E-05,1.92E-05,1.92E-05,1.93E-05,2.00E-05,1.98E-05,1.95E-05,1.96E-05,B1,B1,A1
accountable,ADJ,5.70E-06,5.96E-06,5.88E-06,6.10E-06,5.94E-06,6.47E-06,6.52E-06,6.25E-06,5.48E-06,6.03E-06,B2,B1,B2
accountable,ADP,1.39E-08,1.52E-08,1.49E-08,1.57E-08,1.82E-08,2.02E-08,2.04E-08,1.95E-08,1.53E-08,1.70E-08,A1,A1,Unknown
accountable,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accountable,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accountable,DET,4.02E-09,4.05E-09,3.83E-09,3.45E-09,3.26E-09,5.62E-09,4.96E-09,4.07E-09,4.41E-09,4.19E-09,A1,A2,A1
accountable,NOUN,1.24E-08,9.96E-09,9.50E-09,1.28E-08,1.24E-08,1.48E-08,9.80E-09,1.21E-08,1.27E-08,1.18E-08,A1,Unknown,Unknown
accountable,PRON,1.58E-08,1.66E-08,1.75E-08,2.00E-08,1.44E-08,2.20E-08,2.10E-08,2.27E-08,1.77E-08,1.86E-08,A1,A2,A1
accountable,VERB,5.96E-08,5.88E-08,6.65E-08,7.53E-08,6.61E-08,7.54E-08,7.07E-08,7.16E-08,6.31E-08,6.74E-08,A1,B2,B2
accountant,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
accountant,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accountant,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accountant,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accountant,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accountant,NOUN,3.58E-06,3.90E-06,3.30E-06,3.66E-06,3.57E-06,3.99E-06,3.81E-06,3.68E-06,3.06E-06,3.62E-06,A2,B2,B2
accountant,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accountant,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
accumulate,ADJ,7.31E-08,6.71E-08,6.30E-08,6.81E-08,6.09E-08,7.93E-08,6.12E-08,6.81E-08,5.84E-08,6.66E-08,A1,B2,B2
accumulate,ADP,2.68E-10,7.93E-10,3.99E-10,1.47E-10,4.76E-10,2.77E-10,5.88E-10,2.47E-10,7.19E-10,4.35E-10,A1,A1,Unknown
accumulate,ADV,9.83E-10,7.05E-10,1.04E-09,8.07E-10,8.16E-10,6.24E-10,7.18E-10,4.32E-10,3.59E-10,7.20E-10,A1,B1,C1
accumulate,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accumulate,DET,7.33E-09,9.25E-09,7.83E-09,6.75E-09,6.80E-09,8.25E-09,8.62E-09,6.66E-09,6.01E-09,7.50E-09,A1,A2,A1
accumulate,NOUN,9.34E-08,9.35E-08,9.24E-08,8.05E-08,8.32E-08,8.42E-08,7.92E-08,6.89E-08,7.44E-08,8.33E-08,A1,Unknown,Unknown
accumulate,PRON,1.07E-09,2.64E-09,1.04E-09,1.03E-09,1.02E-09,1.25E-09,8.49E-10,1.17E-09,1.08E-09,1.24E-09,A1,A2,A2
accumulate,VERB,5.08E-06,5.08E-06,5.01E-06,4.88E-06,4.84E-06,4.91E-06,4.81E-06,4.66E-06,4.26E-06,4.84E-06,B1,B1,B2
accumulation,ADJ,3.53E-08,3.59E-08,1.77E-08,2.63E-08,2.66E-08,2.86E-08,2.44E-08,2.65E-08,2.12E-08,2.69E-08,A1,B2,B2
accumulation,ADP,1.22E-08,9.87E-09,8.63E-09,8.44E-09,7.89E-09,8.32E-09,1.07E-08,5.99E-09,7.13E-09,8.79E-09,A1,A1,Unknown
accumulation,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accumulation,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accumulation,DET,2.06E-09,1.67E-09,2.32E-09,2.71E-09,2.52E-09,3.05E-09,2.55E-09,2.53E-09,1.54E-09,2.33E-09,A1,A2,A1
accumulation,NOUN,1.43E-05,1.40E-05,1.37E-05,1.28E-05,1.25E-05,1.30E-05,1.31E-05,1.24E-05,1.06E-05,1.29E-05,A2,B2,B1
accumulation,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accumulation,VERB,4.51E-08,3.36E-08,3.78E-08,3.74E-08,3.15E-08,3.26E-08,3.41E-08,3.45E-08,2.81E-08,3.50E-08,A1,B2,B2
accuracy,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
accuracy,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accuracy,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accuracy,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accuracy,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accuracy,NOUN,2.21E-05,2.30E-05,2.25E-05,2.26E-05,2.27E-05,2.42E-05,2.39E-05,2.29E-05,2.09E-05,2.28E-05,B2,B1,A2
accuracy,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accuracy,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
accurate,ADJ,3.15E-05,3.24E-05,3.16E-05,3.19E-05,3.14E-05,3.16E-05,3.12E-05,3.03E-05,2.69E-05,3.10E-05,B1,B1,B1
accurate,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accurate,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accurate,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accurate,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accurate,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
accurate,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accurate,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
accurately,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
accurately,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accurately,ADV,1.52E-05,1.55E-05,1.50E-05,1.51E-05,1.49E-05,1.49E-05,1.49E-05,1.48E-05,1.66E-05,1.52E-05,B2,B1,B1
accurately,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accurately,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accurately,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
accurately,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accurately,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
accusation,ADJ,4.20E-09,4.76E-09,4.87E-09,4.18E-09,3.74E-09,3.26E-09,3.66E-09,4.44E-09,2.98E-09,4.01E-09,A1,B2,B2
accusation,ADP,4.29E-09,1.67E-09,2.88E-09,2.20E-09,2.65E-09,2.70E-09,2.29E-09,2.53E-09,2.93E-09,2.68E-09,A1,A1,Unknown
accusation,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accusation,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accusation,DET,1.07E-09,3.52E-10,2.40E-10,5.13E-10,5.44E-10,8.32E-10,3.27E-10,6.79E-10,9.24E-10,6.09E-10,A1,A2,A2
accusation,NOUN,3.79E-06,3.68E-06,3.65E-06,3.80E-06,3.95E-06,3.78E-06,4.05E-06,4.19E-06,4.94E-06,3.98E-06,A1,B2,B2
accusation,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accusation,VERB,9.29E-09,8.37E-09,5.51E-09,1.18E-08,1.16E-08,2.38E-08,1.12E-08,1.07E-08,1.44E-08,1.19E-08,A1,B2,B2
accuse,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
accuse,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
accuse,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
accuse,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accuse,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accuse,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
accuse,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
accuse,VERB,2.53E-06,2.43E-06,2.40E-06,2.63E-06,2.75E-06,2.64E-06,2.78E-06,2.93E-06,3.53E-06,2.74E-06,B1,B1,B2
ache,ADJ,8.97E-08,9.13E-08,8.51E-08,9.71E-08,1.10E-07,9.88E-08,1.12E-07,1.17E-07,2.13E-07,1.13E-07,A1,B2,B2
ache,ADP,3.88E-08,4.36E-08,4.56E-08,4.28E-08,4.49E-08,4.65E-08,4.47E-08,4.68E-08,5.39E-08,4.53E-08,A1,A1,Unknown
ache,ADV,1.13E-08,1.28E-08,1.31E-08,1.17E-08,1.40E-08,1.25E-08,1.21E-08,1.32E-08,1.34E-08,1.27E-08,A1,B1,B2
ache,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ache,DET,2.84E-07,2.88E-07,3.08E-07,2.93E-07,3.18E-07,3.16E-07,2.89E-07,3.01E-07,3.42E-07,3.04E-07,A1,A2,A1
ache,NOUN,1.46E-06,1.44E-06,1.50E-06,1.49E-06,1.56E-06,1.56E-06,1.47E-06,1.57E-06,1.72E-06,1.53E-06,A1,B2,B2
ache,PRON,2.93E-08,2.71E-08,3.37E-08,2.77E-08,3.45E-08,3.15E-08,2.59E-08,2.65E-08,3.28E-08,2.99E-08,A1,A2,A1
ache,VERB,5.37E-07,5.59E-07,5.61E-07,5.91E-07,6.15E-07,5.92E-07,5.86E-07,6.18E-07,7.75E-07,6.04E-07,B2,B2,B2
achieve,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
achieve,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
achieve,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
achieve,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
achieve,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
achieve,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
achieve,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
achieve,VERB,5.45E-05,5.52E-05,5.58E-05,5.49E-05,5.37E-05,5.62E-05,5.39E-05,5.17E-05,4.03E-05,5.29E-05,B1,B1,A1
achievement,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
achievement,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
achievement,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
achievement,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
achievement,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
achievement,NOUN,2.54E-05,2.42E-05,2.36E-05,2.33E-05,2.34E-05,2.49E-05,2.43E-05,2.35E-05,1.98E-05,2.36E-05,B1,B1,A2
achievement,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
achievement,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
acid,ADJ,2.40E-05,2.32E-05,2.36E-05,2.15E-05,2.26E-05,2.14E-05,2.22E-05,2.05E-05,1.68E-05,2.18E-05,B2,B1,B1
acid,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
acid,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
acid,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acid,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acid,NOUN,3.38E-05,3.24E-05,3.30E-05,3.07E-05,3.15E-05,3.05E-05,3.04E-05,3.43E-05,3.54E-05,3.25E-05,A1,B1,A2
acid,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acid,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
acknowledge,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
acknowledge,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
acknowledge,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
acknowledge,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acknowledge,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acknowledge,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
acknowledge,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acknowledge,VERB,1.77E-05,1.72E-05,1.72E-05,1.75E-05,1.80E-05,1.77E-05,1.87E-05,1.82E-05,1.91E-05,1.79E-05,B1,B1,A1
acquaintance,ADJ,1.30E-08,1.94E-08,8.87E-09,1.20E-08,2.84E-08,1.34E-08,1.76E-08,1.86E-08,2.50E-08,1.74E-08,A1,B2,B2
acquaintance,ADP,1.22E-08,1.39E-08,1.06E-08,1.19E-08,1.47E-08,1.25E-08,1.78E-08,1.87E-08,3.40E-08,1.63E-08,A1,A1,Unknown
acquaintance,ADV,5.36E-09,7.23E-09,5.51E-09,1.02E-08,1.33E-08,1.14E-08,1.31E-08,1.72E-08,2.52E-08,1.20E-08,A1,B1,B2
acquaintance,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acquaintance,DET,8.14E-08,6.77E-08,5.25E-08,4.20E-08,4.21E-08,4.76E-08,3.93E-08,3.69E-08,3.58E-08,4.95E-08,A1,A2,A1
acquaintance,NOUN,5.49E-06,5.61E-06,4.94E-06,5.91E-06,7.76E-06,6.61E-06,8.37E-06,9.76E-06,1.68E-05,7.92E-06,B1,A2,B1
acquaintance,PRON,7.15E-10,7.05E-10,1.04E-09,9.54E-10,1.22E-09,7.63E-10,5.23E-10,2.16E-09,2.62E-09,1.19E-09,A1,A2,A2
acquaintance,VERB,4.04E-08,3.37E-08,3.23E-08,3.73E-08,4.62E-08,3.65E-08,4.66E-08,5.29E-08,7.33E-08,4.44E-08,A1,B2,B2
acquire,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
acquire,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
acquire,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
acquire,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acquire,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acquire,NOUN,8.07E-08,7.41E-08,7.07E-08,7.14E-08,8.07E-08,7.77E-08,7.18E-08,7.17E-08,7.57E-08,7.50E-08,A1,Unknown,Unknown
acquire,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acquire,VERB,1.80E-05,1.78E-05,1.73E-05,1.74E-05,1.75E-05,1.76E-05,1.76E-05,1.74E-05,1.66E-05,1.75E-05,B2,B1,A1
acre,ADJ,3.45E-06,3.40E-06,3.32E-06,3.37E-06,3.21E-06,3.02E-06,2.94E-06,2.97E-06,2.43E-06,3.12E-06,B2,B2,B2
acre,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
acre,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
acre,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acre,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acre,NOUN,3.10E-06,2.85E-06,2.80E-06,2.75E-06,2.83E-06,2.55E-06,2.76E-06,3.50E-06,5.82E-06,3.22E-06,A2,B2,B2
acre,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
acre,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
across,ADJ,6.91E-07,6.52E-07,6.52E-07,7.34E-07,6.70E-07,7.16E-07,6.21E-07,5.84E-07,5.19E-07,6.49E-07,A1,B2,B2
across,ADP,0.000158785,0.000161867,0.000166615,0.000166278,0.000168813,0.000173384,0.00017002,0.000173912,0.00016769,0.000167485,A1,B1,A2
across,ADV,2.23E-07,2.12E-07,2.24E-07,2.16E-07,2.42E-07,2.44E-07,2.25E-07,2.38E-07,2.53E-07,2.31E-07,A1,B1,B2
across,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
across,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
across,NOUN,4.62E-08,4.75E-08,4.62E-08,5.37E-08,4.98E-08,4.92E-08,5.06E-08,5.05E-08,5.24E-08,4.96E-08,A1,Unknown,Unknown
across,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
across,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
act,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
act,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
act,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
act,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
act,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
act,NOUN,7.02E-05,6.82E-05,6.54E-05,6.74E-05,6.70E-05,6.63E-05,7.04E-05,6.99E-05,8.05E-05,6.95E-05,A1,B1,A2
act,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
act,VERB,5.27E-05,5.26E-05,5.24E-05,5.26E-05,5.25E-05,5.28E-05,5.38E-05,5.35E-05,5.54E-05,5.31E-05,A1,A2,A1
action,ADJ,2.82E-06,2.83E-06,2.88E-06,2.74E-06,2.99E-06,2.91E-06,2.82E-06,2.71E-06,2.16E-06,2.76E-06,B2,B2,B2
action,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
action,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
action,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
action,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
action,NOUN,0.000186633,0.000191535,0.000186591,0.00017993,0.000179619,0.000180158,0.000180455,0.000174283,0.000171622,0.000181203,A1,B1,A2
action,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
action,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
active,ADJ,8.71E-05,8.68E-05,8.58E-05,8.43E-05,8.43E-05,8.40E-05,8.34E-05,8.12E-05,7.24E-05,8.33E-05,A2,B1,A2
active,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
active,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
active,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
active,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
active,NOUN,0,8.81E-11,2.40E-10,0,6.80E-11,2.08E-10,2.61E-10,6.17E-11,5.13E-11,1.09E-10,Unknown,Unknown,Unknown
active,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
active,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
actively,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
actively,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
actively,ADV,1.74E-05,1.74E-05,1.71E-05,1.68E-05,1.69E-05,1.74E-05,1.73E-05,1.66E-05,1.36E-05,1.67E-05,B2,B1,B1
actively,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
actively,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
actively,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
actively,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
actively,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
activity,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
activity,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
activity,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
activity,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
activity,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
activity,NOUN,0.000142358,0.00013774,0.000139264,0.000133474,0.000135311,0.000137856,0.000135283,0.00012662,0.000102335,0.000132249,B1,B1,A2
activity,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
activity,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
actor,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
actor,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
actor,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
